Title,Year,Duration,IMDb Rating,Votes
273. Deaner '89,2024,1h 30m,5.9,350
274. Hellhound,2024,1h 43m,4.4,454
275. Prepare to Die,2024,1h 33m,4.8,216
276. Alien Country,2024,1h 36m,4.4,331
277. Gandhi 3,2024,2h 23m,5.6,220
278. Tillu Square,2024,2h 17m,6.6,3.3K
279. Garudan,2024,2h 13m,7.1,3.2K
280. The Plot,2024,1h 40m,4.8,337
281. WWII: Operation Phoenix,2024,1h 46m,7.8,43
282. Sucha Soorma,2024,2h 16m,6.6,892
283. Baby Invasion,2024,1h 20m,5.5,47
284. Ballistic,2024,1h 35m,2.3,147
285. The Friendly,2024,1h 41m,8.0,11
286. Naam,2024,2h 16m,6.7,265
287. Out for Vengeance,2024,N/A,7.7,55
288. Fight Another Day,2024,1h 37m,7.0,31
289. The Tyrant,2024,N/A,7.4,82
290. Bureau 749,2024,2h 3m,4.4,443
291. Reapers,2024,N/A,9.1,559
292. Ayalaan,2024,2h 35m,6.0,3.9K
293. Non Negotiable,2024,1h 27m,5.4,1.1K
294. Shark Warning,2024,1h 34m,3.4,235
295. Roadkill,2024,1h 30m,3.6,659
296. 12 Gaun,2024,2h 27m,5.9,477
297. Crakk: Jeetega... Toh Jiyegaa,2024,2h 34m,4.7,6.4K
298. Stuntman,2024,1h 54m,7.0,128
299. Sabari,2024,2h 9m,8.5,5.4K
300. The Lost Tiger,2024,1h 30m,N/A,N/A
301. Citizen of a Kind,2024,1h 54m,6.7,686
302. 6 Hours Away,2024,1h 33m,3.9,223
303. Bhaiyya Ji,2024,2h 30m,4.8,7.3K
304. KA,2024,2h 31m,7.2,1.5K
305. Big City Greens the Movie: Spacecation,2024,TV-Y7,6.2,502
306. Ship of the Damned,2024,1h 28m,2.8,274
307. Dark Fusion,2024,1h 30m,8.5,231
308. Snow White and the Seven Samurai,2024,1h 28m,3.3,227
309. The Last of Us: Immunity,2024,1h 4m,N/A,N/A
310. Malaikottai Vaaliban,2024,2h 36m,6.0,4.1K
311. Double Ismart,2024,2h 36m,2.9,2.1K
312. The Traveller,2024,2h 14m,5.3,172
313. Ka Whawhai Tonu,2024,1h 55m,7.6,149
314. Customs Frontline,2024,1h 55m,5.5,416
315. Blade of Fury,2024,1h 30m,6.3,94
316. Nothing Even Matters,2024,1h 30m,5.0,61
317. Rathnam,2024,2h 35m,5.4,3.6K
318. Kadakan,2024,2h 8m,5.6,90
319. The Unbreakable Bunch,2024,R,8.0,19
320. Invasion,2024,1h 31m,4.8,636
321. School of Magical Animals 3,2024,1h 45m,5.9,250
322. Cesium Fallout,2024,2h 16m,6.7,381
323. The Waiter,2024,N/A,6.8,11
324. Art of Eight Limbs,2024,1h 41m,3.9,286
325. Conquer: Lahad Datu,2024,2h,6.7,462
326. Crisis Negotiators,2024,2h,6.7,644
327. No Time to Spy: A Loud House Movie,2024,1h 21m,6.3,415
328. Drive,2024,1h 30m,5.7,276
329. Midas,2024,1h 25m,4.6,323
330. Xiong Shi Shao Nian 2,2024,2h 14m,7.6,124
331. Diabel,2024,1h 48m,6.1,69
332. Baki Hanma VS Kengan Ashura,2024,1h 2m,5.7,1.8K
333. Mathu Vadalara 2,2024,2h 19m,7.0,1.5K
334. High Forces,2024,1h 59m,5.8,425
335. Saint Young Men: Holy Men vs Demon Army,2024,1h 33m,2.5,11
336. The Bouncer,2024,1h 18m,5.1,34
337. 100 Crores,2024,N/A,6.3,4K
338. I Heart Robots,2024,1h 16m,4.5,2.3K
339. Paradise,2024,1h 23m,7.1,72
340. Agastya - Chapter 1,2024,2h 48m,6.9,344
341. Sasan,2024,2h 35m,8.2,53
342. Operation Hope,2024,N/A,7.6,21
343. My Fathers' Daughter,2024,1h 18m,6.8,56
344. Sous écrous,2024,1h 51m,5.3,28
345. Yakuza Girl,2024,1h 22m,2.3,59
346. Panjab Files,2024,1h 57m,8.9,9
347. Tiger's Trigger,2024,N/A,4.4,11
348. Fighting the Fire,2024,1h 55m,8.9,1.7K
349. Witch Hunter,2024,1h 20m,4.4,17
350. Snatched,2024,1h 41m,4.9,194
351. Bull Shark 2,2024,N/A,2.9,132
352. Lady Scorpions,2024,1h 41m,3.6,346
353. Ape X Mecha Ape: New World Order,2024,1h 27m,3.2,113
354. What Happens in Miami,2024,1h 30m,4.3,211
355. American Underdog,2024,1h 29m,8.6,20
356. Too Little Too Late,2024,1h 6m,5.4,6
357. Road Wars: Max Fury,2024,1h 23m,2.0,341
358. Operation Undead,2024,1h 50m,4.7,292
359. Siren,2024,2h 34m,6.4,2.9K
360. Escape from the 21st Century,2024,1h 38m,6.5,712
361. The Miranda Brothers,2024,1h 39m,4.3,169
362. South Side Hero,2024,N/A,6.0,29
363. Sector 17,2024,2h 26m,8.4,1.2K
364. Clone Cops,2024,1h 36m,9.6,5
365. Camp Blood: Clown Shark,2024,1h 10m,3.3,66
366. Lal Salaam,2024,2h 30m,4.5,1.3K
367. Rob N Roll,2024,1h 38m,6.1,836
368. Turbo,2024,2h 35m,5.9,3.4K
369. Bohurupi,2024,2h 35m,8.3,1.4K
370. The Mick and the Trick,2024,1h 36m,4.7,67
371. Viswam,2024,2h 35m,4.3,615
372. Kondal,2024,2h 27m,5.4,728
373. Breaking and Re-entering,2024,1h 49m,5.7,408
374. Young Lion of the West,2024,1h 33m,8.2,100
375. Black Heat,2024,1h 33m,7.4,12
376. Bidurbhai,2024,2h 28m,9.2,367
377. Sons of Rizk 3,2024,2h 5m,6.7,1.5K
378. Ruslaan,2024,2h,3.4,1.2K
379. (Pri)sons,2024,1h 40m,5.2,203
380. Bhaje Vaayu Vegam,2024,2h 16m,6.1,472
381. Buying Time,2024,1h 24m,7.1,231
382. Ghosts of Red Ridge,2024,1h 21m,4.0,125
383. Harom Hara,2024,2h 34m,7.7,3K
384. Tariq,2024,2h 2m,6.9,15
385. Bangkok Breaking: Heaven and Hell,2024,2h 26m,5.8,623
386. Hunt the Wicked,2024,1h 42m,5.9,97
387. Mummy Shark,2024,N/A,3.0,66
388. Hitler,2024,2h 8m,5.2,295
389. Babu,2024,2h 22m,8.8,165
390. Bandaa Singh Chaudhary,2024,1h 53m,6.4,5.2K
391. The Infallibles,2024,1h 39m,4.7,721
392. Taken from Rio Bravo,2024,1h 20m,3.0,289
393. Checkmate,2024,1h 44m,4.3,352
394. Mirza: Part 1 - Joker,2024,2h 45m,6.8,231
395. Rajakili,2024,2h 2m,8.9,527
396. Sheriff,2024,2h 13m,6.9,1K
397. Zero,2024,1h 20m,5.6,25
398. The Slave and the Sorcerer,2024,1h 26m,6.8,34
399. Death Game,2024,1h 28m,6.4,21
400. 11 Rebels,2024,2h 35m,6.8,48
401. Love You as the World Ends Final,2024,1h 55m,6.0,27
402. Shark Island,2024,1h 21m,3.9,101
403. Death Game,2024,1h 27m,4.7,7
404. The Omicron Killer,2024,1h 38m,3.0,583
405. Bhairadevi,2024,2h 14m,8.7,36
406. Saala,2024,2h 10m,6.6,1.1K
407. Hakkenden,2024,2h 29m,6.3,35
408. Mister Gates,2024,N/A,9.6,25
409. The Martial Avenger,2024,N/A,N/A,N/A
410. Guy Manley: Super Spy,2024,1h 32m,6.0,99
411. Iron Fighter,2024,1h 20m,3.9,46
412. The Grey Men,2024,1h 37m,6.5,59
413. Average Student Nani,2024,2h 18m,8.6,2.2K
414. Yuva,2024,2h 33m,5.8,825
415. Sentimentaaal,2024,2h 15m,5.9,966
416. Go for Broke,2024,1h 55m,5.6,237
417. Ghost Killer,2024,1h 53m,7.2,43
418. Deadzone,2024,N/A,4.7,10
419. Bastar: The Naxal Story,2024,2h 4m,6.4,3.2K
